Time[ms], WallSen FL, WallSen L, WallSen R, WallSen FR, Machine V, Mot V L, Mot V R, Mot V LR, Machine Angular, Mot Angular, IMU Angular Z, Machine Angle, Mot Angle, IMU Angle, Mot Distance X, Mot Distance Y, IMU Global Angle
126 ,280 ,370 ,20 ,113 ,1000 ,752.614807 ,1160.281128 ,956.447998 ,322.237335 ,-364.961914 ,501.768311 ,0.000000 ,87.099564 ,90.529213 ,73.307755 ,71.786491 ,88.484093
127 ,280 ,370 ,20 ,113 ,1000 ,721.255859 ,1222.999023 ,972.127441 ,298.601135 ,-449.183868 ,473.292694 ,0.000000 ,86.650383 ,91.002510 ,74.278221 ,71.843285 ,88.957382
128 ,301 ,365 ,20 ,117 ,1000 ,705.576355 ,1254.358032 ,979.967163 ,274.964935 ,-491.294861 ,430.975616 ,0.000000 ,86.159088 ,91.433479 ,75.255981 ,71.908936 ,89.388359
129 ,305 ,358 ,11 ,114 ,1000 ,689.896912 ,1222.999023 ,956.447998 ,251.328735 ,-477.257874 ,382.926849 ,0.000000 ,85.681831 ,91.816406 ,76.209717 ,71.980949 ,89.771286
130 ,322 ,352 ,22 ,110 ,1000 ,674.217407 ,1207.319580 ,940.768494 ,227.692535 ,-477.257874 ,335.914642 ,0.000000 ,85.204575 ,92.152321 ,77.147194 ,72.059593 ,90.107201
131 ,328 ,344 ,23 ,106 ,1000 ,721.255859 ,1207.319580 ,964.287720 ,204.056335 ,-435.146881 ,288.841461 ,0.000000 ,84.769424 ,92.441162 ,78.107468 ,72.147507 ,90.396042
132 ,328 ,344 ,23 ,106 ,1000 ,752.614807 ,1160.281128 ,956.447998 ,180.420135 ,-364.961914 ,245.060974 ,0.000000 ,84.404465 ,92.686226 ,79.059357 ,72.240761 ,90.641106
133 ,332 ,343 ,21 ,109 ,1000 ,783.973755 ,1144.601685 ,964.287720 ,156.783936 ,-322.850922 ,210.121964 ,0.000000 ,84.081612 ,92.896347 ,80.018501 ,72.340195 ,90.851227
134 ,338 ,340 ,22 ,109 ,1000 ,799.653198 ,1097.563232 ,948.608215 ,133.147736 ,-266.702942 ,178.963425 ,0.000000 ,83.814911 ,93.075310 ,80.961594 ,72.442398 ,91.030190
135 ,337 ,338 ,21 ,107 ,1000 ,815.332703 ,1128.922241 ,972.127441 ,109.511528 ,-280.739929 ,155.853668 ,0.000000 ,83.534172 ,93.231163 ,81.927536 ,72.551865 ,91.186043
136 ,337 ,338 ,21 ,107 ,1000 ,799.653198 ,1113.242676 ,956.447998 ,85.875320 ,-280.739929 ,141.829269 ,0.000000 ,83.253426 ,93.372993 ,82.877357 ,72.664230 ,91.327873
137 ,336 ,336 ,22 ,105 ,1000 ,768.294250 ,1097.563232 ,932.928772 ,62.239113 ,-294.776917 ,139.512192 ,0.000000 ,82.958649 ,93.512505 ,83.803253 ,72.778595 ,91.467384
138 ,343 ,340 ,26 ,112 ,1000 ,768.294250 ,1097.563232 ,932.928772 ,38.602905 ,-294.776917 ,139.329269 ,0.000000 ,82.663872 ,93.651833 ,84.728546 ,72.897720 ,91.606712
139 ,350 ,346 ,26 ,123 ,1000 ,721.255859 ,1128.922241 ,925.089050 ,14.966700 ,-364.961914 ,119.329269 ,0.000000 ,82.298912 ,93.771164 ,85.645287 ,73.021683 ,91.726044
140 ,350 ,346 ,26 ,123 ,1000 ,705.576355 ,1128.922241 ,917.249268 ,0.000000 ,-378.998901 ,93.597565 ,0.000000 ,81.919914 ,93.864761 ,86.553429 ,73.150612 ,91.819641
141 ,343 ,342 ,20 ,113 ,1000 ,705.576355 ,1097.563232 ,901.569824 ,0.000000 ,-350.924896 ,61.524391 ,0.000000 ,81.568985 ,93.926285 ,87.445259 ,73.282799 ,91.881165
142 ,346 ,342 ,19 ,113 ,1000 ,721.255859 ,1128.922241 ,925.089050 ,0.000000 ,-364.961914 ,26.951220 ,0.000000 ,81.204025 ,93.953239 ,88.359467 ,73.424263 ,91.908119

