Time[ms], WallSen FL, WallSen L, WallSen R, WallSen FR, Machine V, Mot V L, Mot V R, Mot V LR, Machine Angular, Mot Angular, IMU Angular Z, Machine Angle, Mot Angle, IMU Angle, Mot Distance X, Mot Distance Y, IMU Global Angle
58 ,530 ,388 ,39 ,222 ,700 ,1128.922241 ,219.512650 ,674.217407 ,802.140930 ,814.145752 ,736.463440 ,0.000000 ,25.631556 ,19.586891 ,5.962090 ,37.837505 ,18.847013
59 ,536 ,412 ,43 ,218 ,700 ,1113.242676 ,219.512650 ,666.377686 ,802.140930 ,800.108765 ,758.597595 ,0.000000 ,26.431665 ,20.345490 ,6.258715 ,38.434223 ,19.605612
60 ,543 ,435 ,44 ,210 ,700 ,1050.524780 ,266.551086 ,658.537964 ,802.140930 ,701.849792 ,774.207336 ,0.000000 ,27.133514 ,21.119698 ,6.559052 ,39.020287 ,20.379818
61 ,538 ,447 ,42 ,199 ,700 ,1034.845337 ,282.230560 ,658.537964 ,802.140930 ,673.775818 ,785.914673 ,0.000000 ,27.807291 ,21.905611 ,6.866259 ,39.602779 ,21.165733
62 ,538 ,447 ,42 ,199 ,700 ,1019.165894 ,313.589508 ,666.377686 ,802.140930 ,631.664856 ,787.621948 ,0.000000 ,28.438955 ,22.693233 ,7.183603 ,40.188740 ,21.953356
63 ,534 ,462 ,41 ,188 ,700 ,1019.165894 ,360.627930 ,689.896912 ,802.140930 ,589.553833 ,780.914673 ,0.000000 ,29.028509 ,23.474148 ,7.518372 ,40.791973 ,22.734270
64 ,536 ,489 ,44 ,184 ,700 ,1019.165894 ,344.948456 ,682.057190 ,802.140930 ,603.590820 ,768.231750 ,0.000000 ,29.632101 ,24.242380 ,7.855601 ,41.384827 ,23.502502
65 ,538 ,507 ,44 ,180 ,700 ,987.806946 ,297.910034 ,642.858459 ,802.140930 ,617.627808 ,760.304871 ,0.000000 ,30.249729 ,25.002686 ,8.179454 ,41.940155 ,24.262806
66 ,538 ,507 ,44 ,180 ,700 ,1034.845337 ,282.230560 ,658.537964 ,802.140930 ,673.775818 ,757.195129 ,0.000000 ,30.923504 ,25.759880 ,8.517872 ,42.505085 ,25.020002
67 ,537 ,523 ,45 ,175 ,700 ,1034.845337 ,297.910034 ,666.377686 ,802.140930 ,659.738831 ,754.024414 ,0.000000 ,31.583242 ,26.513905 ,8.866879 ,43.072758 ,25.774027
68 ,535 ,539 ,46 ,170 ,700 ,1081.883789 ,297.910034 ,689.896912 ,802.140930 ,701.849792 ,750.853699 ,0.000000 ,32.285091 ,27.264759 ,9.235374 ,43.655998 ,26.524879
69 ,544 ,568 ,50 ,165 ,700 ,1066.204346 ,250.871597 ,658.537964 ,802.140930 ,729.923828 ,747.804871 ,0.000000 ,33.015018 ,28.012564 ,9.594185 ,44.208199 ,27.272684
70 ,531 ,586 ,54 ,162 ,700 ,1081.883789 ,235.192123 ,658.537964 ,802.140930 ,757.997803 ,742.865845 ,0.000000 ,33.773014 ,28.755428 ,9.960269 ,44.755608 ,28.015551
71 ,531 ,586 ,54 ,162 ,700 ,1097.563232 ,235.192123 ,666.377686 ,802.140930 ,772.034790 ,737.743896 ,0.000000 ,34.545048 ,29.493174 ,10.338140 ,45.304489 ,28.753294
72 ,531 ,604 ,57 ,155 ,700 ,1144.601685 ,219.512650 ,682.057190 ,802.140930 ,828.182800 ,732.500000 ,0.000000 ,35.373234 ,30.225674 ,10.732984 ,45.860638 ,29.485794
73 ,527 ,632 ,59 ,148 ,700 ,1144.601685 ,188.153702 ,666.377686 ,802.140930 ,856.256775 ,726.829285 ,0.000000 ,36.229488 ,30.952501 ,11.126827 ,46.398174 ,30.212624
74 ,528 ,665 ,64 ,145 ,700 ,1144.601685 ,172.474228 ,658.537964 ,802.140930 ,870.293762 ,720.243896 ,0.000000 ,37.099781 ,31.672747 ,11.524060 ,46.923416 ,30.932869
75 ,528 ,665 ,64 ,145 ,700 ,1160.281128 ,141.115280 ,650.698242 ,802.140930 ,912.404724 ,715.670776 ,0.000000 ,38.012188 ,32.388416 ,11.924780 ,47.436089 ,31.648539
76 ,522 ,703 ,66 ,139 ,700 ,1175.960571 ,141.115280 ,658.537964 ,802.140930 ,926.441772 ,714.024414 ,0.000000 ,38.938629 ,33.102440 ,12.338662 ,47.948311 ,32.362564
77 ,521 ,748 ,73 ,135 ,700 ,1144.601685 ,141.115280 ,642.858459 ,802.140930 ,898.367737 ,722.134155 ,0.000000 ,39.836998 ,33.824577 ,12.750482 ,48.441944 ,33.084698
78 ,517 ,791 ,75 ,130 ,700 ,1144.601685 ,141.115280 ,642.858459 ,802.140930 ,898.367737 ,733.597595 ,0.000000 ,40.735363 ,34.558174 ,13.169989 ,48.929058 ,33.818295
79 ,526 ,807 ,90 ,127 ,700 ,1144.601685 ,188.153702 ,666.377686 ,802.140930 ,856.256775 ,747.317078 ,0.000000 ,41.591621 ,35.305489 ,13.612342 ,49.427437 ,34.565613
80 ,526 ,807 ,90 ,127 ,700 ,1128.922241 ,203.833176 ,666.377686 ,802.140930 ,828.182800 ,763.109802 ,0.000000 ,42.419804 ,36.068600 ,14.061852 ,49.919373 ,35.328724
81 ,510 ,808 ,82 ,119 ,700 ,1081.883789 ,219.512650 ,650.698242 ,802.140930 ,772.034790 ,775.304871 ,0.000000 ,43.191841 ,36.843906 ,14.507218 ,50.393776 ,36.104027
82 ,499 ,820 ,82 ,111 ,700 ,1081.883789 ,266.551086 ,674.217407 ,802.140930 ,729.923828 ,784.207336 ,0.000000 ,43.921764 ,37.628113 ,14.974906 ,50.879406 ,36.888233
83 ,490 ,839 ,80 ,109 ,700 ,1066.204346 ,282.230560 ,674.217407 ,802.140930 ,701.849792 ,784.024414 ,0.000000 ,44.623611 ,38.412136 ,15.448507 ,51.359272 ,37.672260
84 ,486 ,857 ,77 ,106 ,700 ,1050.524780 ,297.910034 ,674.217407 ,802.140930 ,673.775818 ,779.756104 ,0.000000 ,45.297390 ,39.191895 ,15.927719 ,51.833534 ,38.452015
85 ,486 ,857 ,77 ,106 ,700 ,1050.524780 ,297.910034 ,674.217407 ,802.140930 ,673.775818 ,772.195129 ,0.000000 ,45.971165 ,39.964088 ,16.412476 ,52.302128 ,39.224209
86 ,474 ,873 ,73 ,102 ,700 ,1034.845337 ,282.230560 ,658.537964 ,802.140930 ,673.775818 ,762.012207 ,0.000000 ,46.644939 ,40.726101 ,16.891308 ,52.754227 ,39.986221
87 ,467 ,898 ,67 ,99 ,700 ,1066.204346 ,282.230560 ,674.217407 ,802.140930 ,701.849792 ,758.475647 ,0.000000 ,47.346790 ,41.484577 ,17.387173 ,53.211048 ,40.744698
88 ,459 ,925 ,64 ,98 ,700 ,1066.204346 ,266.551086 ,666.377686 ,802.140930 ,715.886780 ,757.378052 ,0.000000 ,48.062675 ,42.241955 ,17.882875 ,53.656399 ,41.502075
89 ,459 ,925 ,64 ,98 ,700 ,1081.883789 ,250.871597 ,666.377686 ,802.140930 ,743.960815 ,752.682922 ,0.000000 ,48.806637 ,42.994637 ,18.384319 ,54.095280 ,42.254761
90 ,438 ,948 ,55 ,93 ,700 ,1097.563232 ,235.192123 ,666.377686 ,802.140930 ,772.034790 ,744.512207 ,0.000000 ,49.578674 ,43.739151 ,18.891630 ,54.527359 ,42.999271
91 ,438 ,996 ,58 ,88 ,700 ,1113.242676 ,235.192123 ,674.217407 ,802.140930 ,786.071777 ,736.219543 ,0.000000 ,50.364746 ,44.475368 ,19.410858 ,54.957443 ,43.735493
92 ,428 ,1044 ,58 ,82 ,700 ,1113.242676 ,203.833176 ,658.537964 ,802.140930 ,814.145752 ,729.268311 ,0.000000 ,51.178890 ,45.204636 ,19.923931 ,55.370274 ,44.464760
93 ,428 ,1044 ,58 ,82 ,700 ,1144.601685 ,188.153702 ,666.377686 ,802.140930 ,856.256775 ,725.000000 ,0.000000 ,52.035149 ,45.929638 ,20.449295 ,55.780212 ,45.189758
94 ,419 ,1111 ,57 ,78 ,700 ,1128.922241 ,172.474228 ,650.698242 ,802.140930 ,856.256775 ,724.695129 ,0.000000 ,52.891403 ,46.654331 ,20.968222 ,56.172798 ,45.914455
95 ,411 ,1219 ,54 ,72 ,700 ,1144.601685 ,156.794754 ,650.698242 ,802.140930 ,884.330750 ,729.024414 ,0.000000 ,53.775734 ,47.383358 ,21.493147 ,56.557327 ,46.643478
96 ,407 ,1310 ,54 ,67 ,700 ,1128.922241 ,172.474228 ,650.698242 ,802.140930 ,856.256775 ,736.341492 ,0.000000 ,54.631992 ,48.119698 ,22.023760 ,56.933968 ,47.379822
97 ,407 ,1310 ,54 ,67 ,700 ,1160.281128 ,172.474228 ,666.377686 ,802.140930 ,884.330750 ,741.036621 ,0.000000 ,55.516323 ,48.860737 ,22.573046 ,57.311253 ,48.120857
98 ,397 ,1409 ,53 ,61 ,700 ,1128.922241 ,188.153702 ,658.537964 ,802.140930 ,842.219788 ,743.475647 ,0.000000 ,56.358543 ,49.604210 ,23.121292 ,57.676079 ,48.864334
99 ,390 ,1517 ,55 ,66 ,700 ,1128.922241 ,203.833176 ,666.377686 ,802.140930 ,828.182800 ,747.256104 ,0.000000 ,57.186726 ,50.351467 ,23.681345 ,58.037189 ,49.611588
100 ,374 ,1631 ,54 ,61 ,700 ,1113.242676 ,219.512650 ,666.377686 ,802.140930 ,800.108765 ,752.926819 ,0.000000 ,57.986835 ,51.104393 ,24.246384 ,58.390446 ,50.364517
101 ,348 ,1672 ,50 ,54 ,700 ,1097.563232 ,219.512650 ,658.537964 ,802.140930 ,786.071777 ,757.500000 ,0.000000 ,58.772907 ,51.861893 ,24.809511 ,58.731853 ,51.122017
102 ,348 ,1672 ,50 ,54 ,700 ,1081.883789 ,219.512650 ,650.698242 ,802.140930 ,772.034790 ,762.682922 ,0.000000 ,59.544941 ,52.624577 ,25.370432 ,59.061668 ,51.884697
103 ,312 ,1679 ,46 ,52 ,700 ,1081.883789 ,250.871597 ,666.377686 ,802.140930 ,743.960815 ,765.487793 ,0.000000 ,60.288902 ,53.390064 ,25.949203 ,59.391941 ,52.650188
104 ,293 ,1613 ,50 ,58 ,700 ,1097.563232 ,266.551086 ,682.057190 ,802.140930 ,743.960815 ,768.292725 ,0.000000 ,61.032864 ,54.158356 ,26.545935 ,59.722267 ,53.418480
105 ,276 ,1522 ,49 ,65 ,700 ,1066.204346 ,266.551086 ,666.377686 ,802.140930 ,715.886780 ,770.487793 ,0.000000 ,61.748749 ,54.928844 ,27.132933 ,60.037689 ,54.188969
106 ,276 ,1522 ,49 ,65 ,700 ,1050.524780 ,266.551086 ,658.537964 ,802.140930 ,701.849792 ,769.695129 ,0.000000 ,62.450600 ,55.698540 ,27.716801 ,60.342274 ,54.958664
107 ,254 ,1411 ,47 ,68 ,700 ,1066.204346 ,266.551086 ,666.377686 ,802.140930 ,715.886780 ,767.134155 ,0.000000 ,63.166485 ,56.465675 ,28.311424 ,60.643074 ,55.725796
108 ,242 ,1264 ,49 ,77 ,700 ,1081.883789 ,282.230560 ,682.057190 ,802.140930 ,715.886780 ,762.804871 ,0.000000 ,63.882374 ,57.228481 ,28.923838 ,60.943329 ,56.488602
109 ,238 ,1182 ,52 ,77 ,700 ,1066.204346 ,250.871597 ,658.537964 ,802.140930 ,729.923828 ,757.865845 ,0.000000 ,64.612297 ,57.986347 ,29.518780 ,61.225670 ,57.246468
110 ,238 ,1182 ,52 ,77 ,700 ,1081.883789 ,266.551086 ,674.217407 ,802.140930 ,729.923828 ,754.207336 ,0.000000 ,65.342224 ,58.740551 ,30.131519 ,61.506950 ,58.000675
111 ,214 ,1111 ,44 ,76 ,700 ,1081.883789 ,235.192123 ,658.537964 ,802.140930 ,757.997803 ,749.695129 ,0.000000 ,66.100220 ,59.490250 ,30.733591 ,61.773750 ,58.750370
112 ,202 ,1054 ,46 ,77 ,700 ,1097.563232 ,235.192123 ,666.377686 ,802.140930 ,772.034790 ,743.780518 ,0.000000 ,66.872253 ,60.234028 ,31.346413 ,62.035492 ,59.494152
113 ,190 ,998 ,48 ,76 ,700 ,1113.242676 ,219.512650 ,666.377686 ,802.140930 ,800.108765 ,738.048828 ,0.000000 ,67.672363 ,60.972076 ,31.962830 ,62.288651 ,60.232201
114 ,179 ,967 ,49 ,76 ,700 ,1128.922241 ,219.512650 ,674.217407 ,802.140930 ,814.145752 ,732.134155 ,0.000000 ,68.486511 ,61.704212 ,32.590076 ,62.535900 ,60.964333
115 ,179 ,967 ,49 ,76 ,700 ,1144.601685 ,203.833176 ,674.217407 ,802.140930 ,842.219788 ,727.804871 ,0.000000 ,69.328728 ,62.432018 ,33.220886 ,62.773903 ,61.692139
116 ,165 ,942 ,46 ,77 ,700 ,1128.922241 ,156.794754 ,642.858459 ,802.140930 ,870.293762 ,729.390259 ,0.000000 ,70.199020 ,63.161407 ,33.825737 ,62.991673 ,62.421528
117 ,155 ,915 ,47 ,77 ,700 ,1144.601685 ,172.474228 ,658.537964 ,802.140930 ,870.293762 ,732.256104 ,0.000000 ,71.069313 ,63.893661 ,34.448654 ,63.205318 ,63.153786
118 ,144 ,903 ,47 ,83 ,700 ,1144.601685 ,172.474228 ,658.537964 ,802.140930 ,870.293762 ,736.768311 ,0.000000 ,71.939606 ,64.630432 ,35.074749 ,63.409477 ,63.890553
119 ,144 ,903 ,47 ,83 ,700 ,1144.601685 ,172.474228 ,658.537964 ,802.140930 ,870.293762 ,742.560974 ,0.000000 ,72.809906 ,65.372993 ,35.703869 ,63.604103 ,64.633118
120 ,124 ,886 ,42 ,80 ,700 ,1128.922241 ,188.153702 ,658.537964 ,802.140930 ,842.219788 ,747.195129 ,0.000000 ,73.652122 ,66.120186 ,36.335781 ,63.789463 ,65.380310
121 ,127 ,867 ,48 ,81 ,700 ,1128.922241 ,203.833176 ,666.377686 ,802.140930 ,828.182800 ,754.207336 ,0.000000 ,74.480309 ,66.874397 ,36.977863 ,63.967766 ,66.134514
122 ,122 ,848 ,50 ,83 ,700 ,1097.563232 ,235.192123 ,666.377686 ,802.140930 ,772.034790 ,761.585388 ,0.000000 ,75.252342 ,67.635979 ,37.622288 ,64.137398 ,66.896103
123 ,122 ,848 ,50 ,83 ,700 ,1113.242676 ,235.192123 ,674.217407 ,787.842468 ,786.071777 ,768.841492 ,0.000000 ,76.038414 ,68.404823 ,38.276588 ,64.300072 ,67.664940
124 ,113 ,832 ,50 ,85 ,700 ,1066.204346 ,250.871597 ,658.537964 ,773.544006 ,729.923828 ,774.268311 ,0.000000 ,76.768333 ,69.179092 ,38.917645 ,64.450798 ,68.439209
125 ,107 ,811 ,51 ,89 ,700 ,1050.524780 ,282.230560 ,666.377686 ,759.245544 ,687.812805 ,775.000000 ,0.000000 ,77.456146 ,69.954086 ,39.568115 ,64.595528 ,69.214211
126 ,97 ,767 ,51 ,89 ,700 ,1019.165894 ,313.589508 ,666.377686 ,744.947083 ,631.664856 ,769.512207 ,0.000000 ,78.087814 ,70.723602 ,40.220142 ,64.733078 ,69.983727
127 ,97 ,767 ,51 ,89 ,700 ,1003.486389 ,376.307404 ,689.896912 ,730.648621 ,561.479858 ,763.597595 ,0.000000 ,78.649292 ,71.487198 ,40.896545 ,64.868858 ,70.747322
