Time[ms], WallSen FL, WallSen L, WallSen R, WallSen FR, Machine V, Mot V L, Mot V R, Mot V LR, Machine Angular, Mot Angular, IMU Angular Z, Machine Angle, Mot Angle, IMU Angle, Mot Distance X, Mot Distance Y, IMU Global Angle
128 ,136 ,937 ,42 ,94 ,800 ,1144.601685 ,360.627930 ,752.614807 ,744.845154 ,701.849792 ,712.682922 ,0.000000 ,73.118713 ,65.735733 ,44.065178 ,78.287193 ,65.592628
129 ,128 ,925 ,48 ,95 ,800 ,1160.281128 ,376.307404 ,768.294250 ,744.845154 ,701.849792 ,714.817078 ,0.000000 ,73.820564 ,66.450554 ,44.803043 ,78.501274 ,66.307442
130 ,122 ,905 ,47 ,104 ,800 ,1144.601685 ,391.986877 ,768.294250 ,744.845154 ,673.775818 ,714.878052 ,0.000000 ,74.494339 ,67.165428 ,45.543377 ,78.706665 ,67.022324
131 ,120 ,867 ,49 ,103 ,800 ,1144.601685 ,391.986877 ,768.294250 ,744.845154 ,673.775818 ,714.024414 ,0.000000 ,75.168121 ,67.879456 ,46.286072 ,78.903336 ,67.736343
132 ,120 ,867 ,49 ,103 ,800 ,1113.242676 ,407.666351 ,760.454529 ,732.516418 ,631.664856 ,711.036621 ,0.000000 ,75.799782 ,68.590492 ,47.023289 ,79.089882 ,68.447380
133 ,110 ,828 ,47 ,102 ,800 ,1144.601685 ,391.986877 ,768.294250 ,720.187683 ,673.775818 ,706.280518 ,0.000000 ,76.473557 ,69.296776 ,47.770271 ,79.269585 ,69.153664
134 ,105 ,794 ,46 ,107 ,800 ,1113.242676 ,407.666351 ,760.454529 ,707.858948 ,631.664856 ,700.792725 ,0.000000 ,77.105225 ,69.997566 ,48.511551 ,79.439285 ,69.854454
135 ,94 ,772 ,44 ,108 ,800 ,1113.242676 ,439.025299 ,776.134033 ,695.530212 ,603.590820 ,695.792725 ,0.000000 ,77.708817 ,70.693359 ,49.269894 ,79.604515 ,70.550247
136 ,94 ,772 ,44 ,108 ,800 ,1097.563232 ,439.025299 ,768.294250 ,683.201477 ,589.553833 ,693.109802 ,0.000000 ,78.298370 ,71.386467 ,50.022221 ,79.760338 ,71.243362
137 ,79 ,755 ,41 ,111 ,800 ,1050.524780 ,439.025299 ,744.775085 ,670.872742 ,547.442871 ,691.463440 ,0.000000 ,78.845810 ,72.077934 ,50.752926 ,79.904411 ,71.934822
138 ,73 ,740 ,41 ,111 ,800 ,1034.845337 ,470.384247 ,752.614807 ,658.544006 ,505.331848 ,687.926819 ,0.000000 ,79.351143 ,72.765862 ,51.492580 ,80.043488 ,72.622749
139 ,70 ,721 ,42 ,120 ,800 ,1034.845337 ,486.063721 ,760.454529 ,646.215271 ,491.294861 ,679.085388 ,0.000000 ,79.842438 ,73.444946 ,52.241116 ,80.177597 ,73.301834
140 ,77 ,713 ,46 ,126 ,800 ,1019.165894 ,501.743195 ,760.454529 ,633.886536 ,463.220886 ,669.634155 ,0.000000 ,80.305656 ,74.114578 ,52.990711 ,80.305649 ,73.971466
141 ,77 ,713 ,46 ,126 ,800 ,1003.486389 ,486.063721 ,744.775085 ,621.557800 ,463.220886 ,657.560974 ,0.000000 ,80.768883 ,74.772141 ,53.725842 ,80.425125 ,74.629028
142 ,85 ,693 ,50 ,124 ,800 ,1019.165894 ,501.743195 ,760.454529 ,609.229065 ,463.220886 ,641.646362 ,0.000000 ,81.232101 ,75.413788 ,54.477409 ,80.541046 ,75.270676
143 ,100 ,674 ,54 ,129 ,800 ,1003.486389 ,501.743195 ,752.614807 ,596.900330 ,449.183868 ,617.378052 ,0.000000 ,81.681282 ,76.031166 ,55.222107 ,80.649933 ,75.888054
144 ,114 ,663 ,58 ,135 ,800 ,1050.524780 ,486.063721 ,768.294250 ,584.571594 ,505.331848 ,589.268311 ,0.000000 ,82.186615 ,76.620430 ,55.983265 ,80.754379 ,76.477325
145 ,114 ,663 ,58 ,135 ,800 ,1034.845337 ,486.063721 ,760.454529 ,572.242859 ,491.294861 ,565.792725 ,0.000000 ,82.677910 ,77.186226 ,56.737518 ,80.851295 ,77.043114
146 ,131 ,652 ,65 ,142 ,800 ,1081.883789 ,470.384247 ,776.134033 ,559.914124 ,547.442871 ,547.317078 ,0.000000 ,83.225357 ,77.733543 ,57.508236 ,80.942856 ,77.590431
147 ,141 ,635 ,67 ,148 ,800 ,1066.204346 ,454.704773 ,760.454529 ,547.585388 ,547.442871 ,535.182922 ,0.000000 ,83.772797 ,78.268723 ,58.264202 ,81.025337 ,78.125618
148 ,146 ,621 ,71 ,155 ,800 ,1081.883789 ,439.025299 ,760.454529 ,535.256653 ,575.516846 ,526.829285 ,0.000000 ,84.348312 ,78.795555 ,59.020962 ,81.100227 ,78.652443
149 ,146 ,621 ,71 ,155 ,800 ,1066.204346 ,454.704773 ,760.454529 ,522.927917 ,547.442871 ,524.451233 ,0.000000 ,84.895760 ,79.320007 ,59.778400 ,81.167885 ,79.176895
150 ,163 ,611 ,81 ,169 ,800 ,1050.524780 ,454.704773 ,752.614807 ,510.599152 ,533.405884 ,526.829285 ,0.000000 ,85.429161 ,79.846832 ,60.528622 ,81.227867 ,79.703728
151 ,157 ,604 ,80 ,185 ,800 ,1034.845337 ,501.743195 ,768.294250 ,498.270386 ,477.257874 ,522.926819 ,0.000000 ,85.906418 ,80.369759 ,61.294956 ,81.282707 ,80.226654
152 ,154 ,582 ,78 ,198 ,800 ,1019.165894 ,486.063721 ,752.614807 ,485.941620 ,477.257874 ,514.695129 ,0.000000 ,86.383682 ,80.884460 ,62.046070 ,81.330177 ,80.741348
153 ,154 ,571 ,78 ,210 ,800 ,1003.486389 ,533.102173 ,768.294250 ,473.612854 ,421.109894 ,506.585388 ,0.000000 ,86.804787 ,81.391045 ,62.813171 ,81.373001 ,81.247932
154 ,154 ,571 ,78 ,210 ,800 ,1003.486389 ,517.422668 ,760.454529 ,461.284088 ,435.146881 ,494.451233 ,0.000000 ,87.239937 ,81.885490 ,63.572742 ,81.409622 ,81.742386
155 ,154 ,563 ,79 ,225 ,800 ,972.127441 ,517.422668 ,744.775085 ,448.955322 ,407.072876 ,480.365875 ,0.000000 ,87.647011 ,82.365860 ,64.316887 ,81.440201 ,82.222748
156 ,159 ,547 ,77 ,240 ,800 ,972.127441 ,548.781616 ,760.454529 ,436.626556 ,378.998901 ,464.329285 ,0.000000 ,88.026009 ,82.830193 ,65.076897 ,81.466393 ,82.687080
157 ,159 ,534 ,77 ,246 ,800 ,972.127441 ,564.461121 ,768.294250 ,424.297791 ,364.961914 ,446.585388 ,0.000000 ,88.390968 ,83.276772 ,65.844887 ,81.487968 ,83.133667
158 ,159 ,534 ,77 ,246 ,800 ,987.806946 ,548.781616 ,768.294250 ,411.969025 ,393.035889 ,429.390259 ,0.000000 ,88.784004 ,83.706161 ,66.613007 ,81.504272 ,83.563057
159 ,166 ,525 ,75 ,253 ,800 ,987.806946 ,548.781616 ,768.294250 ,399.640259 ,393.035889 ,416.951233 ,0.000000 ,89.177040 ,84.123116 ,67.381218 ,81.515305 ,83.980003
160 ,163 ,517 ,69 ,257 ,800 ,972.127441 ,548.781616 ,760.454529 ,387.311493 ,378.998901 ,406.524414 ,0.000000 ,89.556038 ,84.529640 ,68.141655 ,81.521202 ,84.386528
161 ,179 ,507 ,72 ,256 ,800 ,972.127441 ,564.461121 ,768.294250 ,374.982727 ,364.961914 ,400.060974 ,0.000000 ,89.921005 ,84.929703 ,68.909950 ,81.522255 ,84.786591
162 ,179 ,507 ,72 ,256 ,800 ,940.768494 ,564.461121 ,752.614807 ,362.653961 ,336.887909 ,393.963409 ,0.000000 ,90.257889 ,85.323662 ,69.662552 ,81.518867 ,85.180557
163 ,188 ,493 ,70 ,247 ,800 ,940.768494 ,564.461121 ,752.614807 ,350.325195 ,336.887909 ,387.073181 ,0.000000 ,90.594780 ,85.710739 ,70.415131 ,81.511055 ,85.567627
164 ,195 ,486 ,70 ,241 ,800 ,925.089050 ,611.499512 ,768.294250 ,337.996429 ,280.739929 ,380.426849 ,0.000000 ,90.875519 ,86.091164 ,71.183334 ,81.499321 ,85.948051
165 ,210 ,476 ,68 ,236 ,800 ,909.409546 ,611.499512 ,760.454529 ,325.667664 ,266.702942 ,370.670746 ,0.000000 ,91.142220 ,86.461838 ,71.943634 ,81.484161 ,86.318726
166 ,219 ,466 ,67 ,223 ,800 ,893.730103 ,642.858459 ,768.294250 ,313.338898 ,224.591934 ,355.914642 ,0.000000 ,91.366814 ,86.817749 ,72.711716 ,81.465836 ,86.674637
167 ,219 ,466 ,67 ,223 ,800 ,878.050598 ,627.179016 ,752.614807 ,301.010132 ,224.591934 ,342.926849 ,0.000000 ,91.591408 ,87.160675 ,73.464035 ,81.444931 ,87.017570
168 ,233 ,458 ,65 ,216 ,800 ,862.371155 ,658.537964 ,760.454529 ,288.681366 ,182.480957 ,328.597565 ,0.000000 ,91.773888 ,87.489273 ,74.224129 ,81.421394 ,87.346169
169 ,246 ,457 ,65 ,216 ,800 ,893.730103 ,658.537964 ,776.134033 ,276.352600 ,210.554947 ,313.414642 ,0.000000 ,91.984444 ,87.802689 ,74.999794 ,81.394516 ,87.659576
170 ,259 ,449 ,65 ,205 ,800 ,878.050598 ,658.537964 ,768.294250 ,264.023834 ,196.517944 ,297.804871 ,0.000000 ,92.180962 ,88.100494 ,75.767532 ,81.365280 ,87.957382
171 ,259 ,449 ,65 ,205 ,800 ,878.050598 ,674.217407 ,776.134033 ,251.695068 ,182.480957 ,283.780487 ,0.000000 ,92.363441 ,88.384277 ,76.543007 ,81.333275 ,88.241165
172 ,276 ,436 ,67 ,193 ,800 ,862.371155 ,658.537964 ,760.454529 ,239.366302 ,182.480957 ,267.439026 ,0.000000 ,92.545921 ,88.651711 ,77.302711 ,81.299492 ,88.508606
173 ,289 ,430 ,67 ,180 ,800 ,878.050598 ,642.858459 ,760.454529 ,227.037537 ,210.554947 ,253.719513 ,0.000000 ,92.756477 ,88.905434 ,78.062286 ,81.262924 ,88.762321
174 ,301 ,427 ,68 ,174 ,800 ,878.050598 ,642.858459 ,760.454529 ,214.708771 ,210.554947 ,240.000000 ,0.000000 ,92.967033 ,89.145432 ,78.821724 ,81.223557 ,89.002327
175 ,301 ,427 ,68 ,174 ,800 ,878.050598 ,658.537964 ,768.294250 ,202.380005 ,196.517944 ,225.182938 ,0.000000 ,93.163551 ,89.370613 ,79.588844 ,81.181160 ,89.227509
176 ,317 ,423 ,70 ,170 ,800 ,878.050598 ,627.179016 ,752.614807 ,190.051239 ,224.591934 ,210.365860 ,0.000000 ,93.388138 ,89.580978 ,80.340141 ,81.136681 ,89.437874
177 ,329 ,422 ,72 ,166 ,800 ,862.371155 ,642.858459 ,752.614807 ,177.722473 ,196.517944 ,202.317078 ,0.000000 ,93.584656 ,89.783302 ,81.091286 ,81.089622 ,89.640190
178 ,343 ,423 ,74 ,164 ,800 ,878.050598 ,642.858459 ,760.454529 ,165.393707 ,210.554947 ,191.524399 ,0.000000 ,93.795212 ,89.974823 ,81.850075 ,81.039291 ,89.831711
179 ,352 ,429 ,76 ,164 ,800 ,846.691650 ,658.537964 ,752.614807 ,153.064941 ,168.443954 ,182.743912 ,0.000000 ,93.963654 ,90.157570 ,82.600891 ,80.987267 ,90.014458
180 ,352 ,429 ,76 ,164 ,800 ,862.371155 ,689.896912 ,776.134033 ,140.736176 ,154.406952 ,177.926834 ,0.000000 ,94.118065 ,90.335495 ,83.375015 ,80.931534 ,90.192383
181 ,374 ,439 ,83 ,172 ,800 ,831.012207 ,705.576355 ,768.294250 ,128.407410 ,112.295967 ,172.682938 ,0.000000 ,94.230362 ,90.508179 ,84.141220 ,80.874855 ,90.365067
182 ,375 ,438 ,81 ,161 ,800 ,799.653198 ,689.896912 ,744.775085 ,116.078644 ,98.258972 ,167.073181 ,0.000000 ,94.328621 ,90.675247 ,84.883873 ,80.818642 ,90.532143
183 ,382 ,440 ,83 ,161 ,800 ,783.973755 ,721.255859 ,752.614807 ,103.749878 ,56.147984 ,159.756104 ,0.000000 ,94.384766 ,90.835007 ,85.634285 ,80.761101 ,90.691895
184 ,382 ,440 ,83 ,161 ,800 ,783.973755 ,752.614807 ,768.294250 ,91.421112 ,28.073992 ,150.609756 ,0.000000 ,94.412842 ,90.985619 ,86.400299 ,80.701988 ,90.842506
185 ,396 ,444 ,89 ,162 ,800 ,768.294250 ,783.973755 ,776.134033 ,79.092346 ,-14.036996 ,141.707321 ,0.000000 ,94.398804 ,91.127327 ,87.174149 ,80.642456 ,90.984215
186 ,405 ,443 ,92 ,164 ,800 ,752.614807 ,783.973755 ,768.294250 ,66.763580 ,-28.073992 ,128.048782 ,0.000000 ,94.370728 ,91.255371 ,87.940208 ,80.583908 ,91.112259
187 ,411 ,441 ,94 ,161 ,800 ,752.614807 ,783.973755 ,768.294250 ,54.434818 ,-28.073992 ,112.621956 ,0.000000 ,94.342659 ,91.367996 ,88.706291 ,80.525734 ,91.224884
188 ,411 ,441 ,94 ,161 ,800 ,752.614807 ,783.973755 ,768.294250 ,42.106056 ,-28.073992 ,95.121956 ,0.000000 ,94.314583 ,91.463120 ,89.472412 ,80.467934 ,91.320007
189 ,419 ,438 ,100 ,162 ,800 ,736.935303 ,783.973755 ,760.454529 ,29.777294 ,-42.110989 ,75.426834 ,0.000000 ,94.272469 ,91.538544 ,90.230751 ,80.411278 ,91.395432
190 ,416 ,430 ,99 ,155 ,800 ,768.294250 ,799.653198 ,783.973755 ,17.448532 ,-28.073992 ,59.695122 ,0.000000 ,94.244400 ,91.598236 ,91.012573 ,80.353256 ,91.455132
191 ,434 ,432 ,108 ,166 ,800 ,783.973755 ,783.973755 ,783.973755 ,5.119770 ,0.000000 ,42.134148 ,0.000000 ,94.244400 ,91.640373 ,91.794403 ,80.295235 ,91.497261
192 ,434 ,432 ,108 ,166 ,800 ,768.294250 ,768.294250 ,768.294250 ,0.000000 ,0.000000 ,27.987806 ,0.000000 ,94.244400 ,91.668358 ,92.560585 ,80.238373 ,91.525253
193 ,442 ,426 ,114 ,164 ,800 ,752.614807 ,752.614807 ,752.614807 ,0.000000 ,0.000000 ,16.707317 ,0.000000 ,94.244400 ,91.685066 ,93.311142 ,80.182671 ,91.541954
194 ,446 ,423 ,118 ,167 ,800 ,768.294250 ,736.935303 ,752.614807 ,0.000000 ,28.073992 ,6.402439 ,0.000000 ,94.272469 ,91.691467 ,94.061661 ,80.126602 ,91.548363

